Top 20 Cross-Category Correlated Feature Pairs:
1. market_forward_excess_returns - forward_returns: 0.9999
919. V11 - M2: 0.0770
920. I7 - P10: 0.0766
921. I7 - E13: 0.0766
922. P4 - V12: 0.0761
923. S10 - V12: 0.0761
924. I4 - E17: 0.0760
925. E13 - I1: 0.0760
926. S12 - M13: 0.0760
927. I2 - E9: 0.0758
928. P7 - D5: 0.0758
929. M17 - V5: 0.0758
930. M3 - S4: 0.0755
931. E11 - P13: 0.0751
932. M12 - I2: 0.0749
933. E9 - S3: 0.0749
934. V9 - S5: 0.0746
935. I2 - V1: 0.0745
936. S2 - P9: 0.0744
937. V4 - E16: 0.0743
938. M9 - V9: 0.0741
939. risk_free_rate - P12: 0.0739
940. I8 - E17: 0.0734
941. M3 - E12: 0.0733
942. risk_free_rate - S7: 0.0733
943. V2 - M17: 0.0730
944. P6 - M13: 0.0730
945. S7 - E18: 0.0729
946. E7 - S2: 0.0725
947. S10 - M16: 0.0725
948. V12 - P12: 0.0721
949. E15 - S2: 0.0720
950. P2 - V7: 0.0719
951. M6 - V8: 0.0717
952. I3 - M9: 0.0717
953. M15 - E10: 0.0717
954. M6 - date_id: 0.0717
955. S7 - V1: 0.0716
956. P12 - S5: 0.0714
957. I6 - risk_free_rate: 0.0714
958. I7 - E14: 0.0713
959. M4 - P11: 0.0712
960. V3 - P6: 0.0708
961. I2 - E7: 0.0703
962. E18 - I5: 0.0698
963. S3 - I7: 0.0693
964. E18 - I9: 0.0690
965. S1 - I6: 0.0689
966. E15 - S11: 0.0688
967. S6 - E8: 0.0688
968. risk_free_rate - I8: 0.0686
969. V4 - P9: 0.0684
970. S3 - I9: 0.0684
971. S2 - P1: 0.0681
972. P11 - M2: 0.0681
973. I9 - S2: 0.0680
974. S1 - P1: 0.0679
975. E18 - V5: 0.0675
976. I5 - S2: 0.0673
977. I5 - S3: 0.0673
978. E2 - I1: 0.0665
979. I3 - S5: 0.0662
980. E11 - M3: 0.0662
981. E7 - S3: 0.0658
982. M10 - V12: 0.0658
983. E3 - I1: 0.0656
984. V12 - S4: 0.0656
985. S8 - V11: 0.0653
986. M18 - P1: 0.0653
987. M2 - S1: 0.0652
988. S2 - E14: 0.0652
989. V1 - S10: 0.0651
990. S8 - E4: 0.0650
991. E16 - V2: 0.0649
992. P7 - V10: 0.0648
993. S6 - P7: 0.0640
994. M11 - V13: 0.0632
995. P11 - I4: 0.0632
996. forward_returns - V13: 0.0631
997. S3 - P9: 0.0628
998. I7 - E3: 0.0628
999. M3 - P13: 0.0627
1000. E17 - M13: 0.0626
1001. M15 - S12: 0.0624
1002. V13 - market_forward_excess_returns: 0.0624
1003. M12 - E8: 0.0624
1004. V8 - E20: 0.0619
1005. S9 - M14: 0.0613
1006. V1 - P10: 0.0612
1007. P7 - E1: 0.0612
1008. V7 - E13: 0.0609
1009. E20 - V5: 0.0609
1010. S2 - M10: 0.0607
1011. S7 - E3: 0.0604
1012. P13 - E12: 0.0602
1013. M12 - E1: 0.0601
1014. M2 - P12: 0.0600
1015. S12 - V13: 0.0596
1016. S1 - V3: 0.0596
1017. E3 - I4: 0.0596
1018. M11 - E20: 0.0592
1019. V11 - S10: 0.0591
1020. S11 - V12: 0.0590
1021. P11 - M15: 0.0590
1022. E16 - V3: 0.0589
1023. P10 - E16: 0.0589
1024. P12 - M10: 0.0588
1025. P6 - E7: 0.0587
1026. V7 - E11: 0.0587
1027. M3 - S6: 0.0586
1028. E5 - S2: 0.0585
1029. M3 - P7: 0.0582
1030. E4 - I4: 0.0582
1031. E16 - M5: 0.0578
1032. S5 - E6: 0.0576
1033. E18 - M15: 0.0575
1034. S3 - E4: 0.0575
1035. E4 - M10: 0.0575
1036. P2 - S1: 0.0574
1037. P6 - E20: 0.0568
1038. P9 - V12: 0.0566
1039. P8 - M4: 0.0563
1040. risk_free_rate - E15: 0.0563
1041. E16 - I6: 0.0562
1042. E3 - I6: 0.0562
1043. E14 - D5: 0.0562
1044. M15 - I1: 0.0562
1045. risk_free_rate - P6: 0.0561
1046. M4 - E8: 0.0561
1047. risk_free_rate - S1: 0.0561
1048. risk_free_rate - S5: 0.0559
1049. I5 - E17: 0.0559
1050. V4 - E18: 0.0559
1051. M17 - E1: 0.0556
1052. M1 - E14: 0.0555
1053. P9 - V2: 0.0554
1054. I7 - P2: 0.0554
1055. risk_free_rate - E7: 0.0550
1056. M2 - P10: 0.0548
1057. V13 - M14: 0.0546
1058. I7 - E9: 0.0543
1059. S9 - P12: 0.0542
1060. E17 - I9: 0.0541
1061. S8 - P1: 0.0539
1062. V5 - M15: 0.0538
1063. M1 - E1: 0.0538
1064. D8 - P7: 0.0533
1065. V4 - P4: 0.0531
1066. I7 - M14: 0.0530
1067. M4 - P10: 0.0530
1068. I1 - V1: 0.0526
1069. M6 - P7: 0.0526
1070. V9 - P1: 0.0524
1071. V3 - I8: 0.0523
1072. S11 - M3: 0.0522
1073. V5 - I5: 0.0521
1074. V10 - M14: 0.0519
1075. E13 - M5: 0.0515
1076. V5 - I9: 0.0513
1077. S1 - M15: 0.0511
1078. E1 - M15: 0.0509
1079. M17 - I1: 0.0505
1080. E12 - S5: 0.0504
1081. V9 - E10: 0.0501
1082. M6 - I3: 0.0500
1083. M14 - P4: 0.0499
1084. P9 - S11: 0.0495
1085. V11 - I6: 0.0491
1086. I3 - P11: 0.0489
1087. P1 - M9: 0.0488
1088. M9 - V12: 0.0486
1089. V5 - S9: 0.0485
1090. V1 - P6: 0.0483
1091. S6 - V13: 0.0482
1092. I2 - E13: 0.0481
1093. E14 - D9: 0.0480
1094. V13 - risk_free_rate: 0.0479
1095. E5 - I3: 0.0479
1096. D4 - S11: 0.0476
1097. S6 - M4: 0.0476
1098. P6 - V2: 0.0476
1099. E3 - M2: 0.0475
1100. M12 - I7: 0.0474
1101. M2 - E2: 0.0473
1102. M1 - V8: 0.0472
1103. V11 - P4: 0.0470
1104. V6 - E4: 0.0470
1105. S9 - I8: 0.0470
1106. E10 - P4: 0.0469
1107. E6 - M1: 0.0467
1108. E1 - V5: 0.0467
1109. S7 - V8: 0.0465
1110. P7 - E14: 0.0462
1111. M1 - market_forward_excess_returns: 0.0461
1112. risk_free_rate - S2: 0.0461
1113. S5 - E11: 0.0460
1114. P13 - M15: 0.0459
1115. D4 - M1: 0.0459
1116. M7 - E1: 0.0459
1117. E6 - M7: 0.0457
1118. D4 - M3: 0.0455
1119. M18 - S9: 0.0455
1120. P8 - I1: 0.0451
1121. E7 - M5: 0.0451
1122. S11 - V1: 0.0449
1123. M1 - forward_returns: 0.0448
1124. M17 - risk_free_rate: 0.0445
1125. I7 - E2: 0.0445
1126. risk_free_rate - M11: 0.0443
1127. S7 - E12: 0.0443
1128. E18 - M2: 0.0442
1129. P6 - I1: 0.0442
1130. P13 - S1: 0.0440
1131. E17 - M15: 0.0439
1132. M11 - I1: 0.0439
1133. E14 - I5: 0.0438
1134. E15 - S10: 0.0435
1135. I4 - risk_free_rate: 0.0435
1136. I4 - P3: 0.0431
1137. I9 - E14: 0.0430
1138. S6 - I7: 0.0430
1139. D4 - S4: 0.0429
1140. P4 - E9: 0.0429
1141. I1 - V10: 0.0425
1142. M3 - S10: 0.0421
1143. I2 - S4: 0.0421
1144. E20 - S5: 0.0417
1145. E18 - P10: 0.0416
1146. I2 - S10: 0.0416
1147. P9 - V3: 0.0416
1148. E3 - I8: 0.0415
1149. S5 - M5: 0.0415
1150. S7 - P7: 0.0413
1151. V13 - P2: 0.0407
1152. S5 - forward_returns: 0.0405
1153. I6 - date_id: 0.0404
1154. I1 - P4: 0.0404
1155. M13 - E4: 0.0404
1156. I8 - E18: 0.0404
1157. S12 - I5: 0.0403
1158. I7 - E1: 0.0403
1159. market_forward_excess_returns - S5: 0.0400
1160. S12 - I9: 0.0400
1161. S11 - I2: 0.0400
1162. E5 - S12: 0.0399
1163. I6 - V8: 0.0399
1164. P6 - E13: 0.0396
1165. V1 - S4: 0.0396
1166. D9 - P5: 0.0396
1167. V5 - I4: 0.0395
1168. E11 - M15: 0.0395
1169. E7 - P9: 0.0394
1170. S10 - I6: 0.0393
1171. E18 - V2: 0.0389
1172. M15 - D3: 0.0389
1173. M18 - E2: 0.0388
1174. D6 - P7: 0.0387
1175. E13 - I9: 0.0386
1176. E13 - D5: 0.0385
1177. I5 - E13: 0.0385
1178. P7 - E10: 0.0385
1179. E20 - P7: 0.0384
1180. M14 - S8: 0.0381
1181. P12 - V5: 0.0379
1182. D9 - P7: 0.0377
1183. E4 - P4: 0.0375
1184. E9 - M15: 0.0374
1185. E12 - P12: 0.0373
1186. P2 - E10: 0.0372
1187. E20 - V10: 0.0371
1188. S8 - M15: 0.0371
1189. date_id - E1: 0.0368
1190. E9 - P12: 0.0368
1191. E14 - V9: 0.0367
1192. E17 - I6: 0.0367
1193. P6 - V4: 0.0367
1194. S1 - I7: 0.0366
1195. P4 - I8: 0.0364
1196. E5 - I1: 0.0364
1197. S6 - I4: 0.0363
1198. D4 - V7: 0.0363
1199. M15 - V10: 0.0362
1200. M2 - E4: 0.0362
1201. E7 - M6: 0.0362
1202. V9 - M12: 0.0361
1203. M8 - E19: 0.0360
1204. E9 - S2: 0.0360
1205. M8 - P6: 0.0359
1206. I5 - E6: 0.0358
1207. E10 - M11: 0.0357
1208. E13 - S12: 0.0355
1209. date_id - M9: 0.0354
1210. M4 - D4: 0.0354
1211. S7 - E14: 0.0351
1212. D8 - E14: 0.0349
1213. E6 - I9: 0.0349
1214. E5 - V6: 0.0348
1215. M1 - S11: 0.0348
1216. D4 - E19: 0.0348
1217. M14 - E7: 0.0347
1218. I4 - P13: 0.0344
1219. M11 - S7: 0.0344
1220. M15 - P8: 0.0343
1221. E20 - I4: 0.0342
1222. D6 - M4: 0.0341
1223. M15 - D2: 0.0340
1224. M15 - D1: 0.0340
1225. P12 - E11: 0.0340
1226. D4 - V4: 0.0340
1227. forward_returns - D2: 0.0340
1228. D1 - forward_returns: 0.0340
1229. market_forward_excess_returns - D2: 0.0339
1230. market_forward_excess_returns - D1: 0.0339
1231. I4 - P4: 0.0339
1232. E6 - S2: 0.0339
1233. V1 - M13: 0.0339
1234. S3 - M7: 0.0335
1235. D6 - E14: 0.0334
1236. I8 - S5: 0.0334
1237. I7 - M4: 0.0334
1238. S1 - V9: 0.0333
1239. forward_returns - M2: 0.0333
1240. S9 - E7: 0.0333
1241. M2 - market_forward_excess_returns: 0.0332
1242. M15 - S2: 0.0332
1243. V1 - E17: 0.0332
1244. I2 - E15: 0.0332
1245. P4 - V8: 0.0331
1246. M4 - E9: 0.0330
1247. S5 - I7: 0.0330
1248. S7 - E13: 0.0329
1249. M3 - V12: 0.0328
1250. forward_returns - V7: 0.0327
1251. market_forward_excess_returns - V10: 0.0326
1252. E15 - M4: 0.0322
1253. P3 - M10: 0.0322
1254. S3 - E15: 0.0321
1255. S10 - M1: 0.0321
1256. P12 - E17: 0.0321
1257. M13 - S6: 0.0320
1258. I7 - E18: 0.0319
1259. P12 - E10: 0.0318
1260. E20 - V12: 0.0318
1261. P10 - M15: 0.0317
1262. forward_returns - V10: 0.0317
1263. P10 - I2: 0.0316
1264. market_forward_excess_returns - V7: 0.0315
1265. E5 - S5: 0.0314
1266. M7 - P4: 0.0314
1267. S12 - E1: 0.0313
1268. I7 - M1: 0.0313
1269. E18 - I3: 0.0313
1270. P4 - E7: 0.0313
1271. S8 - V4: 0.0313
1272. E6 - M4: 0.0309
1273. I4 - S5: 0.0309
1274. V10 - E4: 0.0309
1275. S4 - V9: 0.0308
1276. I8 - P10: 0.0308
1277. I8 - E4: 0.0304
1278. E13 - V13: 0.0303
1279. D9 - E13: 0.0302
1280. V6 - S8: 0.0302
1281. P5 - D6: 0.0301
1282. D6 - V3: 0.0298
1283. S11 - I6: 0.0298
1284. P9 - M4: 0.0297
1285. M15 - P5: 0.0296
1286. E16 - S2: 0.0296
1287. S12 - E19: 0.0295
1288. S7 - E11: 0.0294
1289. D4 - I3: 0.0293
1290. E18 - V11: 0.0292
1291. E16 - M9: 0.0288
1292. E13 - S2: 0.0285
1293. S10 - E9: 0.0285
1294. M5 - E9: 0.0285
1295. E18 - V3: 0.0284
1296. P13 - M9: 0.0282
1297. V10 - E1: 0.0282
1298. D4 - E1: 0.0281
1299. P9 - M10: 0.0280
1300. S9 - P3: 0.0280
1301. P7 - M17: 0.0280
1302. P5 - risk_free_rate: 0.0280
1303. P3 - I8: 0.0279
1304. S6 - risk_free_rate: 0.0279
1305. V10 - E14: 0.0278
1306. S11 - M16: 0.0277
1307. S3 - E5: 0.0277
1308. P4 - V1: 0.0277
1309. M5 - P12: 0.0276
1310. M9 - I2: 0.0275
1311. S8 - risk_free_rate: 0.0275
1312. P12 - E16: 0.0275
1313. S8 - P3: 0.0270
1314. D4 - V3: 0.0269
1315. V2 - P5: 0.0269
1316. D9 - M3: 0.0267
1317. M16 - S1: 0.0266
1318. I7 - E4: 0.0266
1319. M17 - E10: 0.0265
1320. V4 - M5: 0.0263
1321. E1 - S5: 0.0263
1322. S12 - market_forward_excess_returns: 0.0261
1323. P3 - M17: 0.0260
1324. E13 - D8: 0.0259
1325. V5 - M8: 0.0259
1326. M17 - V3: 0.0258
1327. S3 - risk_free_rate: 0.0258
1328. P11 - M9: 0.0258
1329. M5 - V2: 0.0257
1330. D7 - E14: 0.0257
1331. M15 - E16: 0.0256
1332. E5 - V9: 0.0256
1333. I4 - M4: 0.0254
1334. M17 - P8: 0.0254
1335. M9 - V10: 0.0254
1336. S2 - V12: 0.0253
1337. V10 - S10: 0.0249
1338. forward_returns - M17: 0.0249
1339. forward_returns - D8: 0.0249
1340. E19 - forward_returns: 0.0248
1341. S12 - forward_returns: 0.0248
1342. M2 - E10: 0.0248
1343. D8 - market_forward_excess_returns: 0.0248
1344. P13 - M10: 0.0248
1345. D4 - P7: 0.0248
1346. V3 - S9: 0.0246
1347. market_forward_excess_returns - M17: 0.0246
1348. V2 - S8: 0.0245
1349. V5 - P4: 0.0245
1350. S5 - M10: 0.0244
1351. P3 - D4: 0.0243
1352. V2 - M2: 0.0240
1353. E4 - M1: 0.0240
1354. M2 - I9: 0.0237
1355. M2 - I5: 0.0236
1356. P3 - S2: 0.0235
1357. market_forward_excess_returns - E19: 0.0235
1358. P7 - S12: 0.0235
1359. S12 - M4: 0.0235
1360. V3 - D7: 0.0235
1361. E16 - P13: 0.0234
1362. V8 - P11: 0.0233
1363. date_id - E15: 0.0232
1364. P1 - S12: 0.0232
1365. I7 - P4: 0.0232
1366. P4 - M16: 0.0231
1367. V3 - E19: 0.0231
1368. E18 - P12: 0.0230
1369. I8 - M4: 0.0230
1370. P5 - D7: 0.0229
1371. M12 - V6: 0.0229
1372. P7 - E5: 0.0228
1373. S5 - P4: 0.0228
1374. M5 - V8: 0.0226
1375. S10 - D4: 0.0226
1376. S5 - I9: 0.0225
1377. I5 - S5: 0.0224
1378. S6 - forward_returns: 0.0223
1379. E17 - P4: 0.0223
1380. M2 - V8: 0.0222
1381. I1 - P7: 0.0222
1382. P4 - E1: 0.0221
1383. S6 - market_forward_excess_returns: 0.0220
1384. S10 - P9: 0.0219
1385. S5 - E10: 0.0219
1386. M13 - I1: 0.0218
1387. M6 - E1: 0.0218
1388. E1 - M3: 0.0217
1389. S6 - I8: 0.0215
1390. P4 - M6: 0.0214
1391. I4 - S1: 0.0213
1392. E20 - P4: 0.0213
1393. risk_free_rate - M2: 0.0212
1394. M2 - V1: 0.0212
1395. S12 - M2: 0.0210
1396. V1 - E16: 0.0208
1397. P1 - E16: 0.0206
1398. E17 - M4: 0.0200
1399. M2 - V4: 0.0199
1400. V3 - E5: 0.0199
1401. M2 - S7: 0.0199
1402. D9 - V3: 0.0198
1403. I6 - E1: 0.0196
1404. P12 - S7: 0.0193
1405. E20 - P5: 0.0192
1406. M2 - V3: 0.0191
1407. S9 - I4: 0.0189
1408. P6 - I5: 0.0187
1409. I6 - P6: 0.0187
1410. E16 - M4: 0.0187
1411. S11 - V10: 0.0186
1412. I9 - P6: 0.0184
1413. S1 - I8: 0.0184
1414. V8 - P6: 0.0183
1415. M15 - D6: 0.0183
1416. E14 - P12: 0.0183
1417. I6 - S4: 0.0182
1418. P6 - V11: 0.0182
1419. V1 - D6: 0.0180
1420. E15 - P4: 0.0180
1421. E13 - S5: 0.0180
1422. P4 - E16: 0.0180
1423. E5 - M8: 0.0177
1424. S12 - M14: 0.0176
1425. P12 - E19: 0.0176
1426. V2 - M4: 0.0176
1427. M2 - D3: 0.0175
1428. V4 - P5: 0.0174
1429. M6 - P10: 0.0173
1430. D4 - E8: 0.0173
1431. D9 - S11: 0.0172
1432. M3 - market_forward_excess_returns: 0.0171
1433. M12 - P1: 0.0171
1434. D6 - P12: 0.0170
1435. M4 - D9: 0.0170
1436. D4 - forward_returns: 0.0170
1437. D4 - market_forward_excess_returns: 0.0169
1438. D2 - S11: 0.0169
1439. S11 - D1: 0.0169
1440. S7 - M1: 0.0169
1441. S1 - M4: 0.0168
1442. E9 - S4: 0.0167
1443. forward_returns - D6: 0.0167
1444. forward_returns - D5: 0.0167
1445. market_forward_excess_returns - V9: 0.0167
1446. V1 - M3: 0.0166
1447. D5 - market_forward_excess_returns: 0.0166
1448. D6 - market_forward_excess_returns: 0.0166
1449. V4 - M4: 0.0166
1450. forward_returns - V9: 0.0166
1451. E16 - I7: 0.0165
1452. M4 - E1: 0.0165
1453. S4 - D9: 0.0165
1454. M3 - forward_returns: 0.0165
1455. D4 - V5: 0.0164
1456. M12 - S8: 0.0163
1457. P4 - E6: 0.0163
1458. D7 - P3: 0.0162
1459. S5 - I6: 0.0162
1460. D4 - V2: 0.0162
1461. E13 - D7: 0.0162
1462. S5 - D8: 0.0161
1463. P13 - V6: 0.0161
1464. D6 - S6: 0.0160
1465. D4 - V8: 0.0160
1466. V6 - M4: 0.0159
1467. P2 - D4: 0.0159
1468. S12 - P12: 0.0158
1469. I8 - E20: 0.0157
1470. M6 - D7: 0.0157
1471. forward_returns - E6: 0.0155
1472. S4 - M13: 0.0155
1473. S10 - D9: 0.0155
1474. S6 - E6: 0.0154
1475. I3 - S2: 0.0154
1476. E9 - market_forward_excess_returns: 0.0154
1477. P13 - I7: 0.0152
1478. I7 - V4: 0.0151
1479. S5 - M18: 0.0150
1480. E12 - P7: 0.0149
1481. P3 - I7: 0.0148
1482. I2 - M2: 0.0147
1483. D4 - I2: 0.0146
1484. D4 - I6: 0.0146
1485. D5 - M3: 0.0145
1486. P12 - I1: 0.0144
1487. forward_returns - E9: 0.0144
1488. E13 - P7: 0.0143
1489. V3 - date_id: 0.0142
1490. P13 - M4: 0.0141
1491. E1 - M8: 0.0140
1492. P11 - V1: 0.0139
1493. P8 - M2: 0.0138
1494. S3 - P3: 0.0138
1495. D2 - S10: 0.0137
1496. D1 - S10: 0.0137
1497. P3 - M4: 0.0137
1498. S3 - E11: 0.0136
1499. M7 - risk_free_rate: 0.0134
1500. S5 - D5: 0.0133
1501. S11 - V11: 0.0133
1502. D9 - M5: 0.0132
1503. I3 - P3: 0.0130
1504. E1 - P13: 0.0129
1505. D1 - V13: 0.0129
1506. V13 - D2: 0.0129
1507. D5 - S6: 0.0129
1508. P8 - E15: 0.0128
1509. V4 - P3: 0.0128
1510. D6 - E13: 0.0127
1511. D4 - E12: 0.0127
1512. D7 - P12: 0.0127
1513. E6 - market_forward_excess_returns: 0.0125
1514. D5 - V3: 0.0125
1515. P2 - E11: 0.0124
1516. M6 - I1: 0.0124
1517. E12 - M13: 0.0124
1518. D5 - M1: 0.0123
1519. D7 - M8: 0.0123
1520. S9 - E15: 0.0122
1521. I7 - V2: 0.0122
1522. S4 - M16: 0.0121
1523. M5 - P13: 0.0120
1524. M3 - V8: 0.0119
1525. P3 - E15: 0.0119
1526. M18 - D4: 0.0119
1527. P4 - M12: 0.0116
1528. D6 - E19: 0.0116
1529. M13 - market_forward_excess_returns: 0.0116
1530. P1 - M13: 0.0115
1531. S10 - M5: 0.0114
1532. S6 - D8: 0.0113
1533. M8 - D6: 0.0113
1534. M2 - I1: 0.0112
1535. E11 - P7: 0.0112
1536. D3 - P4: 0.0112
1537. P7 - E8: 0.0111
1538. P3 - E6: 0.0111
1539. P6 - E14: 0.0110
1540. P7 - V7: 0.0109
1541. P7 - M1: 0.0108
1542. V2 - M15: 0.0108
1543. P12 - M18: 0.0107
1544. D2 - S4: 0.0107
1545. D1 - S4: 0.0107
1546. market_forward_excess_returns - V6: 0.0107
1547. E20 - M13: 0.0106
1548. M11 - P4: 0.0106
1549. V1 - E2: 0.0106
1550. market_forward_excess_returns - D7: 0.0106
1551. S9 - I7: 0.0105
1552. forward_returns - D7: 0.0105
1553. P3 - E8: 0.0104
1554. I8 - M14: 0.0104
1555. E3 - P4: 0.0104
1556. forward_returns - M13: 0.0104
1557. M2 - E1: 0.0104
1558. D6 - S9: 0.0104
1559. D3 - S10: 0.0104
1560. V4 - M15: 0.0103
1561. V13 - M15: 0.0100
1562. P6 - M16: 0.0100
1563. D8 - M1: 0.0100
1564. S6 - D2: 0.0099
1565. D1 - S6: 0.0099
1566. M5 - V3: 0.0098
1567. market_forward_excess_returns - M6: 0.0098
1568. P13 - M18: 0.0097
1569. M5 - D5: 0.0096
1570. M4 - D7: 0.0096
1571. M2 - E6: 0.0096
1572. forward_returns - M5: 0.0096
1573. E18 - V10: 0.0096
1574. M5 - P1: 0.0095
1575. D9 - E19: 0.0095
1576. V7 - D6: 0.0095
1577. V1 - P3: 0.0095
1578. M4 - I5: 0.0094
1579. M6 - D9: 0.0093
1580. E5 - V12: 0.0093
1581. market_forward_excess_returns - date_id: 0.0093
1582. P1 - V13: 0.0093
1583. P10 - S5: 0.0092
1584. E18 - risk_free_rate: 0.0092
1585. M4 - I3: 0.0092
1586. V6 - P4: 0.0092
1587. I6 - P3: 0.0092
1588. E16 - D4: 0.0091
1589. M13 - E14: 0.0091
1590. E20 - M15: 0.0091
1591. I9 - M4: 0.0090
1592. V11 - D4: 0.0090
1593. D7 - S6: 0.0090
1594. market_forward_excess_returns - V12: 0.0089
1595. D3 - S12: 0.0089
1596. M7 - E10: 0.0088
1597. D9 - M1: 0.0087
1598. E1 - forward_returns: 0.0087
1599. D6 - V11: 0.0087
1600. E4 - P6: 0.0086
1601. D9 - S6: 0.0084
1602. S5 - E7: 0.0084
1603. P2 - E12: 0.0084
1604. market_forward_excess_returns - M5: 0.0083
1605. forward_returns - M6: 0.0083
1606. E18 - S9: 0.0083
1607. P5 - I1: 0.0082
1608. M4 - V12: 0.0082
1609. market_forward_excess_returns - M10: 0.0081
1610. D1 - M3: 0.0080
1611. D2 - M3: 0.0080
1612. forward_returns - V6: 0.0080
1613. D8 - P4: 0.0079
1614. E2 - M13: 0.0079
1615. V9 - M5: 0.0078
1616. M15 - S5: 0.0078
1617. S5 - E2: 0.0077
1618. E8 - D9: 0.0077
1619. E18 - P13: 0.0076
1620. V10 - D6: 0.0076
1621. V11 - D5: 0.0076
1622. forward_returns - M10: 0.0075
1623. I3 - E8: 0.0074
1624. M1 - D6: 0.0074
1625. P4 - D2: 0.0074
1626. P4 - D1: 0.0074
1627. M2 - E7: 0.0073
1628. S2 - E17: 0.0073
1629. E10 - S2: 0.0072
1630. E8 - D7: 0.0071
1631. P4 - D5: 0.0071
1632. D7 - M5: 0.0071
1633. E1 - market_forward_excess_returns: 0.0070
1634. E4 - M4: 0.0070
1635. D1 - M10: 0.0070
1636. D2 - M10: 0.0070
1637. M11 - forward_returns: 0.0070
1638. P4 - E2: 0.0070
1639. M4 - P1: 0.0069
1640. E1 - D6: 0.0069
1641. M6 - D5: 0.0069
1642. D1 - V5: 0.0069
1643. V5 - D2: 0.0069
1644. I9 - forward_returns: 0.0069
1645. V13 - D7: 0.0068
1646. forward_returns - I5: 0.0068
1647. D6 - P3: 0.0067
1648. D6 - M6: 0.0067
1649. D6 - V13: 0.0067
1650. P13 - D2: 0.0066
1651. P13 - D1: 0.0066
1652. M5 - P6: 0.0065
1653. S10 - E4: 0.0065
1654. market_forward_excess_returns - E17: 0.0064
1655. E19 - D5: 0.0064
1656. S7 - E8: 0.0064
1657. D6 - M7: 0.0064
1658. P7 - V4: 0.0064
1659. E8 - D5: 0.0064
1660. V12 - D6: 0.0063
1661. D3 - P13: 0.0063
1662. D2 - S2: 0.0062
1663. D1 - S2: 0.0062
1664. market_forward_excess_returns - E4: 0.0062
1665. market_forward_excess_returns - M11: 0.0062
1666. S5 - M14: 0.0062
1667. E16 - market_forward_excess_returns: 0.0061
1668. D2 - S7: 0.0060
1669. D1 - S7: 0.0060
1670. I2 - S9: 0.0060
1671. market_forward_excess_returns - V11: 0.0060
1672. D8 - E8: 0.0059
1673. forward_returns - E15: 0.0058
1674. D6 - V9: 0.0056
1675. D3 - market_forward_excess_returns: 0.0056
1676. D9 - V1: 0.0056
1677. forward_returns - D3: 0.0055
1678. market_forward_excess_returns - E15: 0.0055
1679. P7 - I7: 0.0055
1680. D3 - S11: 0.0054
1681. M5 - E6: 0.0054
1682. V13 - D3: 0.0053
1683. V2 - P7: 0.0053
1684. E17 - forward_returns: 0.0053
1685. V12 - D3: 0.0053
1686. V11 - D9: 0.0053
1687. V7 - D7: 0.0053
1688. P9 - D4: 0.0052
1689. D1 - P3: 0.0052
1690. D2 - P3: 0.0052
1691. P2 - date_id: 0.0052
1692. P2 - D7: 0.0051
1693. V12 - M18: 0.0051
1694. date_id - D3: 0.0051
1695. I9 - D4: 0.0051
1696. M8 - D3: 0.0051
1697. M16 - market_forward_excess_returns: 0.0050
1698. D7 - E7: 0.0050
1699. date_id - D7: 0.0050
1700. S5 - V11: 0.0050
1701. S5 - I1: 0.0050
1702. forward_returns - I3: 0.0049
1703. forward_returns - date_id: 0.0049
1704. V12 - forward_returns: 0.0049
1705. E7 - D4: 0.0048
1706. E16 - forward_returns: 0.0048
1707. S1 - I5: 0.0047
1708. E3 - S5: 0.0047
1709. I8 - P11: 0.0047
1710. forward_returns - S1: 0.0047
1711. S1 - I9: 0.0046
1712. P9 - market_forward_excess_returns: 0.0046
1713. D2 - I5: 0.0046
1714. D1 - I5: 0.0046
1715. D2 - M1: 0.0045
1716. M1 - D1: 0.0045
1717. S5 - D9: 0.0045
1718. D9 - I3: 0.0045
1719. I5 - D4: 0.0044
1720. market_forward_excess_returns - S1: 0.0044
1721. I3 - market_forward_excess_returns: 0.0044
1722. E11 - D5: 0.0044
1723. D7 - M1: 0.0043
1724. D8 - E11: 0.0043
1725. D6 - V2: 0.0043
1726. D5 - E1: 0.0042
1727. D6 - M3: 0.0042
1728. D6 - I1: 0.0042
1729. I9 - market_forward_excess_returns: 0.0042
1730. D6 - M16: 0.0042
1731. forward_returns - E4: 0.0042
1732. S2 - D3: 0.0042
1733. P12 - D9: 0.0042
1734. E16 - D7: 0.0042
1735. market_forward_excess_returns - I5: 0.0041
1736. S9 - D3: 0.0041
1737. V1 - D4: 0.0041
1738. M16 - D5: 0.0041
1739. S12 - P8: 0.0040
1740. E1 - D8: 0.0040
1741. I7 - forward_returns: 0.0040
1742. I3 - D6: 0.0040
1743. M7 - D2: 0.0040
1744. M7 - D1: 0.0040
1745. I9 - D2: 0.0040
1746. I9 - D1: 0.0040
1747. D2 - I7: 0.0039
1748. D1 - I7: 0.0039
1749. E12 - D5: 0.0039
1750. D7 - P1: 0.0038
1751. S8 - D1: 0.0038
1752. S8 - D2: 0.0038
1753. P2 - market_forward_excess_returns: 0.0038
1754. D9 - E1: 0.0038
1755. D6 - P8: 0.0037
1756. E3 - D6: 0.0037
1757. D7 - V1: 0.0037
1758. V3 - D3: 0.0037
1759. S8 - V3: 0.0037
1760. P1 - D3: 0.0037
1761. D5 - P5: 0.0036
1762. D8 - V11: 0.0036
